Année,Entité administrative,Id Entité,Activité,Energie,Variable,Valeur,Unite
2017,GRÉASQUE (13),13046,Tous secteurs,Toutes énergies,co2,8325901.2,kg
2017,GRÉOLIÈRES (06),6070,Tous secteurs,Toutes énergies,co2,4949926.6,kg
2017,GRÉOUX-LES-BAINS (04),4094,Tous secteurs,Toutes énergies,co2,13444497.7,kg
2017,GRILLON (84),84053,Tous secteurs,Toutes énergies,co2,6029318,kg
2017,GRIMAUD (83),83068,Tous secteurs,Toutes énergies,co2,35270755.8,kg
2017,GUILLAUMES (06),6071,Tous secteurs,Toutes énergies,co2,3932273.3,kg
2017,GUILLESTRE (05),5065,Tous secteurs,Toutes énergies,co2,13838901.9,kg
2017,HAUTES-DUYES (04),4177,Tous secteurs,Toutes énergies,co2,326079,kg
2017,HYÈRES (83),83069,Tous secteurs,Toutes énergies,co2,220798130,kg
2017,ILONSE (06),6072,Tous secteurs,Toutes énergies,co2,1156820.9,kg
2017,ISOLA (06),6073,Tous secteurs,Toutes énergies,co2,6800500.9,kg
2017,ISTRES (13),13047,Tous secteurs,Toutes énergies,co2,159875548.8,kg
2017,JARJAYES (05),5068,Tous secteurs,Toutes énergies,co2,6263319.4,kg
2017,JAUSIERS (04),4096,Tous secteurs,Toutes énergies,co2,3767851.4,kg
2017,JONQUERETTES (84),84055,Tous secteurs,Toutes énergies,co2,3081928.1,kg
2017,JONQUIÈRES (84),84056,Tous secteurs,Toutes énergies,co2,12032621,kg
2017,JOUCAS (84),84057,Tous secteurs,Toutes énergies,co2,1931578.5,kg
2017,JOUQUES (13),13048,Tous secteurs,Toutes énergies,co2,30913474.8,kg
2017,LA BARBEN (13),13009,Tous secteurs,Toutes énergies,co2,7628702,kg
2017,LA BASTIDE (83),83013,Tous secteurs,Toutes énergies,co2,1434893.3,kg
2017,LA BASTIDE-DES-JOURDANS (84),84009,Tous secteurs,Toutes énergies,co2,3418325.4,kg
2017,LA BASTIDONNE (84),84010,Tous secteurs,Toutes énergies,co2,55000649.4,kg
2017,LA BÂTIE-MONTSALÉON (05),5016,Tous secteurs,Toutes énergies,co2,4655244.8,kg
2017,LA BÂTIE-NEUVE (05),5017,Tous secteurs,Toutes énergies,co2,12783027.6,kg
2017,LA BÂTIE-VIEILLE (05),5018,Tous secteurs,Toutes énergies,co2,1022118.6,kg
2017,LA BEAUME (05),5019,Tous secteurs,Toutes énergies,co2,1608577.3,kg
2017,LA BOLLÈNE-VÉSUBIE (06),6020,Tous secteurs,Toutes énergies,co2,2498135.8,kg
2017,LA BOUILLADISSE (13),13016,Tous secteurs,Toutes énergies,co2,13003798.1,kg
2017,LA BRÉOLE (04),4033,Tous secteurs,Toutes énergies,co2,7951092.8,kg
2017,LA BRIGUE (06),6162,Tous secteurs,Toutes énergies,co2,2298479,kg
2017,LA BRILLANNE (04),4034,Tous secteurs,Toutes énergies,co2,11210175.4,kg
2017,LA CADIÈRE-D'AZUR (83),83027,Tous secteurs,Toutes énergies,co2,38067699.9,kg
2017,LA CELLE (83),83037,Tous secteurs,Toutes énergies,co2,6689380.4,kg
2017,LA CHAPELLE-EN-VALGAUDÉMAR (05),5064,Tous secteurs,Toutes énergies,co2,1235454.6,kg
2017,LA CIOTAT (13),13028,Tous secteurs,Toutes énergies,co2,145739702,kg
2017,LA COLLE-SUR-LOUP (06),6044,Tous secteurs,Toutes énergies,co2,31393139.1,kg
2017,LA CONDAMINE-CHÂTELARD (04),4062,Tous secteurs,Toutes énergies,co2,1501793.9,kg
2017,LACOSTE (84),84058,Tous secteurs,Toutes énergies,co2,1747524.4,kg
2017,LA CRAU (83),83047,Tous secteurs,Toutes énergies,co2,55762719.5,kg
2017,LA CROIX-SUR-ROUDOULE (06),6051,Tous secteurs,Toutes énergies,co2,996536,kg
2017,LA CROIX-VALMER (83),83048,Tous secteurs,Toutes énergies,co2,34492389.5,kg
2017,LA DESTROUSSE (13),13031,Tous secteurs,Toutes énergies,co2,14003379.4,kg
2017,LAFARE (84),84059,Tous secteurs,Toutes énergies,co2,637506.7,kg
2017,LA FARE-EN-CHAMPSAUR (05),5054,Tous secteurs,Toutes énergies,co2,3023180.6,kg
2017,LA FARE-LES-OLIVIERS (13),13037,Tous secteurs,Toutes énergies,co2,110049530.6,kg
2017,LA FARLÈDE (83),83054,Tous secteurs,Toutes énergies,co2,47853562.8,kg
2017,LA FAURIE (05),5055,Tous secteurs,Toutes énergies,co2,2787682.2,kg
2017,LA FREISSINOUSE (05),5059,Tous secteurs,Toutes énergies,co2,3727473.2,kg
2017,LA GARDE (04),4092,Tous secteurs,Toutes énergies,co2,2447952.8,kg
2017,LA GARDE (83),83062,Tous secteurs,Toutes énergies,co2,149109783.2,kg
2017,LAGARDE-D'APT (84),84060,Tous secteurs,Toutes énergies,co2,638580.8,kg
2017,LA GARDE-FREINET (83),83063,Tous secteurs,Toutes énergies,co2,9956088,kg
2017,LAGARDE-PARÉOL (84),84061,Tous secteurs,Toutes énergies,co2,1062514.8,kg
2017,LA GAUDE (06),6065,Tous secteurs,Toutes énergies,co2,24101839.1,kg
2017,LAGNES (84),84062,Tous secteurs,Toutes énergies,co2,7876949.2,kg
2017,LA GRAVE (05),5063,Tous secteurs,Toutes énergies,co2,4859577.5,kg
2017,LA HAUTE-BEAUME (05),5066,Tous secteurs,Toutes énergies,co2,298224.9,kg
2017,LA JAVIE (04),4097,Tous secteurs,Toutes énergies,co2,1466565.6,kg
2017,LA LONDE-LES-MAURES (83),83071,Tous secteurs,Toutes énergies,co2,117815369,kg
2017,LAMANON (13),13049,Tous secteurs,Toutes énergies,co2,92493526.2,kg
2017,LA MARTRE (83),83074,Tous secteurs,Toutes énergies,co2,1390871.3,kg
2017,LAMBESC (13),13050,Tous secteurs,Toutes énergies,co2,24563890.3,kg
2017,LAMBRUISSE (04),4099,Tous secteurs,Toutes énergies,co2,350457.8,kg
2017,LA MÔLE (83),83079,Tous secteurs,Toutes énergies,co2,6753209.6,kg
2017,LA MOTTE (83),83085,Tous secteurs,Toutes énergies,co2,13429895,kg
2017,LA MOTTE-D'AIGUES (84),84084,Tous secteurs,Toutes énergies,co2,6009376.3,kg
2017,LA MOTTE-DU-CAIRE (04),4134,Tous secteurs,Toutes énergies,co2,1719865.5,kg
2017,LA MOTTE-DU-RHONE (84),84063,Tous secteurs,Toutes énergies,co2,9660525,kg
2017,LA MOTTE-EN-CHAMPSAUR (05),5090,Tous secteurs,Toutes énergies,co2,819039.6,kg
2017,LA MURE-ARGENS (04),4136,Tous secteurs,Toutes énergies,co2,1749828.2,kg
2017,LANÇON-PROVENCE (13),13051,Tous secteurs,Toutes énergies,co2,158086870.8,kg
2017,LANTOSQUE (06),6074,Tous secteurs,Toutes énergies,co2,6012068.2,kg
2017,LAPALUD (84),84064,Tous secteurs,Toutes énergies,co2,15936411.9,kg
2017,LA PALUD-SUR-VERDON (04),4144,Tous secteurs,Toutes énergies,co2,3766126.2,kg
2017,LA PENNE (06),6093,Tous secteurs,Toutes énergies,co2,1629243.9,kg
2017,LA PENNE-SUR-HUVEAUNE (13),13070,Tous secteurs,Toutes énergies,co2,17749499.5,kg
2017,LA PIARRE (05),5102,Tous secteurs,Toutes énergies,co2,472618.3,kg
2017,LARAGNE-MONTÉGLIN (05),5070,Tous secteurs,Toutes énergies,co2,13481233.2,kg
2017,LARDIER-ET-VALENÇA (05),5071,Tous secteurs,Toutes énergies,co2,4083259.7,kg
2017,LARDIERS (04),4101,Tous secteurs,Toutes énergies,co2,360228.4,kg
2017,L' ARGENTIÈRE-LA-BESSÉE (05),5006,Tous secteurs,Toutes énergies,co2,10914943.9,kg
2017,LA ROBINE-SUR-GALABRE (04),4167,Tous secteurs,Toutes énergies,co2,1782973.5,kg
2017,LA ROCHE-DE-RAME (05),5122,Tous secteurs,Toutes énergies,co2,6145810.6,kg
2017,LA ROCHE-DES-ARNAUDS (05),5123,Tous secteurs,Toutes énergies,co2,8912472,kg
2017,LA ROCHEGIRON (04),4169,Tous secteurs,Toutes énergies,co2,505894.5,kg
2017,LA ROCHETTE (04),4170,Tous secteurs,Toutes énergies,co2,296800.5,kg
2017,LA ROCHETTE (05),5124,Tous secteurs,Toutes énergies,co2,4299320.9,kg
2017,LA ROQUE-ALRIC (84),84100,Tous secteurs,Toutes énergies,co2,807416.6,kg
2017,LA ROQUEBRUSSANNE (83),83108,Tous secteurs,Toutes énergies,co2,11252596.5,kg
2017,LA ROQUE-D'ANTHÉRON (13),13084,Tous secteurs,Toutes énergies,co2,10134704,kg
2017,LA ROQUE-ESCLAPON (83),83109,Tous secteurs,Toutes énergies,co2,669390.4,kg
2017,LA ROQUE-SUR-PERNES (84),84101,Tous secteurs,Toutes énergies,co2,1356700.2,kg
2017,LA ROQUETTE-SUR-SIAGNE (06),6108,Tous secteurs,Toutes énergies,co2,15182856.2,kg
2017,LA ROQUETTE-SUR-VAR (06),6109,Tous secteurs,Toutes énergies,co2,4558841.7,kg
2017,LA SALLE-LES-ALPES (05),5161,Tous secteurs,Toutes énergies,co2,8576992.5,kg
2017,LA SAULCE (05),5162,Tous secteurs,Toutes énergies,co2,10965978.9,kg
2017,LA SEYNE-SUR-MER (83),83126,Tous secteurs,Toutes énergies,co2,157813967.4,kg
2017,LA TOUR (06),6144,Tous secteurs,Toutes énergies,co2,2363023.9,kg
2017,LA TOUR-D'AIGUES (84),84133,Tous secteurs,Toutes énergies,co2,13405417.4,kg
2017,LA TRINITÉ (06),6149,Tous secteurs,Toutes énergies,co2,83252013.2,kg
2017,LA TURBIE (06),6150,Tous secteurs,Toutes énergies,co2,34323513.4,kg
2017,LAURIS (84),84065,Tous secteurs,Toutes énergies,co2,8318787.6,kg
2017,LA VALETTE-DU-VAR (83),83144,Tous secteurs,Toutes énergies,co2,91396966.6,kg
2017,LA VERDIÈRE (83),83146,Tous secteurs,Toutes énergies,co2,4955579.8,kg
2017,LAYE (05),5072,Tous secteurs,Toutes énergies,co2,2889011.8,kg
2017,LAZER (05),5073,Tous secteurs,Toutes énergies,co2,2080393.5,kg
2017,LE BARROUX (84),84008,Tous secteurs,Toutes énergies,co2,3772067.6,kg
2017,LE BAR-SUR-LOUP (06),6010,Tous secteurs,Toutes énergies,co2,16302823.2,kg
2017,LE BEAUCET (84),84011,Tous secteurs,Toutes énergies,co2,1660077.3,kg
2017,LE BEAUSSET (83),83016,Tous secteurs,Toutes énergies,co2,20962646.1,kg
2017,LE BERSAC (05),5021,Tous secteurs,Toutes énergies,co2,1276161.3,kg
2017,LE BOURGUET (83),83020,Tous secteurs,Toutes énergies,co2,190626,kg
2017,LE BROC (06),6025,Tous secteurs,Toutes énergies,co2,5640815.5,kg
2017,LE BRUSQUET (04),4036,Tous secteurs,Toutes énergies,co2,2317193.3,kg
2017,LE CAIRE (04),4037,Tous secteurs,Toutes énergies,co2,449239.4,kg
2017,LE CANNET (06),6030,Tous secteurs,Toutes énergies,co2,99359680.5,kg
2017,LE CANNET-DES-MAURES (83),83031,Tous secteurs,Toutes énergies,co2,196845901.1,kg
2017,LE CASTELLARD-MÉLAN (04),4040,Tous secteurs,Toutes énergies,co2,4208820.7,kg
2017,LE CASTELLET (04),4041,Tous secteurs,Toutes énergies,co2,1297712.9,kg
2017,LE CASTELLET (83),83035,Tous secteurs,Toutes énergies,co2,50754592.6,kg
2017,LE CHAFFAUT-SAINT-JURSON (04),4046,Tous secteurs,Toutes énergies,co2,3510198.9,kg
2017,LE FUGERET (04),4090,Tous secteurs,Toutes énergies,co2,923076.6,kg
2017,LE GLAIZIL (05),5062,Tous secteurs,Toutes énergies,co2,733742.5,kg
2017,LE LAUZET-UBAYE (04),4102,Tous secteurs,Toutes énergies,co2,3946785.1,kg
2017,LE LAVANDOU (83),83070,Tous secteurs,Toutes énergies,co2,20588847.8,kg
2017,LE LUC (83),83073,Tous secteurs,Toutes énergies,co2,57308029,kg
2017,LE MAS (06),6081,Tous secteurs,Toutes énergies,co2,7654555.6,kg
2017,LE MONÊTIER-LES-BAINS (05),5079,Tous secteurs,Toutes énergies,co2,14203244,kg
2017,LE MUY (83),83086,Tous secteurs,Toutes énergies,co2,77560968.5,kg
2017,LE NOYER (05),5095,Tous secteurs,Toutes énergies,co2,2426183.7,kg
2017,L' ÉPINE (05),5048,Tous secteurs,Toutes énergies,co2,2265642.9,kg
2017,LE PLAN-DE-LA-TOUR (83),83094,Tous secteurs,Toutes énergies,co2,8008199.5,kg
2017,LE POËT (05),5103,Tous secteurs,Toutes énergies,co2,9475807.1,kg
2017,LE PONTET (84),84092,Tous secteurs,Toutes énergies,co2,134428338.4,kg
2017,LE PRADET (83),83098,Tous secteurs,Toutes énergies,co2,25885602.4,kg
2017,LE PUY-SAINTE-RÉPARADE (13),13080,Tous secteurs,Toutes énergies,co2,16338555.5,kg
2017,LE REVEST-LES-EAUX (83),83103,Tous secteurs,Toutes énergies,co2,24769872.6,kg
2017,LE ROURET (06),6112,Tous secteurs,Toutes énergies,co2,8342954.9,kg
2017,LE ROVE (13),13088,Tous secteurs,Toutes énergies,co2,31395968.2,kg
2017,LES ADRETS-DE-L'ESTÉREL (83),83001,Tous secteurs,Toutes énergies,co2,77775615.4,kg
2017,LE SAIX (05),5158,Tous secteurs,Toutes énergies,co2,602556,kg
2017,LES ARCS (83),83004,Tous secteurs,Toutes énergies,co2,71191718.6,kg
2017,LE SAUZE-DU-LAC (05),5163,Tous secteurs,Toutes énergies,co2,821343,kg
2017,LES BAUX-DE-PROVENCE (13),13011,Tous secteurs,Toutes énergies,co2,4915724.7,kg
2017,L' ESCALE (04),4079,Tous secteurs,Toutes énergies,co2,5424732.3,kg
2017,L'ESCARÈNE (06),6057,Tous secteurs,Toutes énergies,co2,7236061.4,kg
2017,LES FERRES (06),6061,Tous secteurs,Toutes énergies,co2,265181.8,kg
2017,LES MAYONS (83),83075,Tous secteurs,Toutes énergies,co2,1191110.6,kg
2017,LES MÉES (04),4116,Tous secteurs,Toutes énergies,co2,8025731.5,kg
2017,LES MUJOULS (06),6087,Tous secteurs,Toutes énergies,co2,316877.1,kg
2017,LES OMERGUES (04),4140,Tous secteurs,Toutes énergies,co2,1081368.5,kg
2017,LES ORRES (05),5098,Tous secteurs,Toutes énergies,co2,5672882.6,kg
2017,LES PENNES-MIRABEAU (13),13071,Tous secteurs,Toutes énergies,co2,262802612.8,kg
2017,LES SALLES-SUR-VERDON (83),83122,Tous secteurs,Toutes énergies,co2,1347279.1,kg
2017,LES THUILES (04),4220,Tous secteurs,Toutes énergies,co2,1629796,kg
2017,LES VIGNEAUX (05),5180,Tous secteurs,Toutes énergies,co2,2932916.7,kg
2017,LE THOLONET (13),13109,Tous secteurs,Toutes énergies,co2,30022811.8,kg
2017,LE THOR (84),84132,Tous secteurs,Toutes énergies,co2,34553720.9,kg
2017,LE THORONET (83),83136,Tous secteurs,Toutes énergies,co2,7255362.4,kg
2017,LE TIGNET (06),6140,Tous secteurs,Toutes énergies,co2,7492278.4,kg
2017,LETTRET (05),5074,Tous secteurs,Toutes énergies,co2,1417332,kg
2017,LE VAL (83),83143,Tous secteurs,Toutes énergies,co2,10807336.4,kg
2017,LEVENS (06),6075,Tous secteurs,Toutes énergies,co2,11837589.3,kg
2017,LE VERNET (04),4237,Tous secteurs,Toutes énergies,co2,980156.3,kg
2017,L' HOSPITALET (04),4095,Tous secteurs,Toutes énergies,co2,371165.5,kg
2017,LIEUCHE (06),6076,Tous secteurs,Toutes énergies,co2,50931.7,kg
2017,LIMANS (04),4104,Tous secteurs,Toutes énergies,co2,1222236.8,kg
2017,LIOUX (84),84066,Tous secteurs,Toutes énergies,co2,4827231.2,kg
2017,L' ISLE-SUR-LA-SORGUE (84),84054,Tous secteurs,Toutes énergies,co2,77387823.5,kg
2017,LORGUES (83),83072,Tous secteurs,Toutes énergies,co2,23857237.3,kg
2017,LORIOL-DU-COMTAT (84),84067,Tous secteurs,Toutes énergies,co2,9375547.6,kg
2017,LOURMARIN (84),84068,Tous secteurs,Toutes énergies,co2,5492998.6,kg
2017,LUCÉRAM (06),6077,Tous secteurs,Toutes énergies,co2,10881461.4,kg
2017,LURS (04),4106,Tous secteurs,Toutes énergies,co2,10029311.5,kg
2017,MAILLANE (13),13052,Tous secteurs,Toutes énergies,co2,5536818.3,kg
2017,MAJASTRES (04),4107,Tous secteurs,Toutes énergies,co2,41412.4,kg
2017,MALAUCÈNE (84),84069,Tous secteurs,Toutes énergies,co2,9824261,kg
2017,MALAUSSÈNE (06),6078,Tous secteurs,Toutes énergies,co2,6042539.7,kg
2017,MALEMORT-DU-COMTAT (84),84070,Tous secteurs,Toutes énergies,co2,3548260,kg
2017,MALIJAI (04),4108,Tous secteurs,Toutes énergies,co2,17169354.3,kg
2017,MALLEFOUGASSE-AUGÈS (04),4109,Tous secteurs,Toutes énergies,co2,2051758,kg
2017,MALLEMOISSON (04),4110,Tous secteurs,Toutes énergies,co2,4920466.9,kg
2017,MALLEMORT (13),13053,Tous secteurs,Toutes énergies,co2,30783805.4,kg
2017,MANDELIEU-LA-NAPOULE (06),6079,Tous secteurs,Toutes énergies,co2,120403475.4,kg
2017,MANE (04),4111,Tous secteurs,Toutes énergies,co2,4728531.4,kg
2017,MANOSQUE (04),4112,Tous secteurs,Toutes énergies,co2,113622740.8,kg
2017,MANTEYER (05),5075,Tous secteurs,Toutes énergies,co2,1559846.3,kg
2017,MARCOUX (04),4113,Tous secteurs,Toutes énergies,co2,2217281,kg
2017,MARIE (06),6080,Tous secteurs,Toutes énergies,co2,1012651.7,kg
2017,MARIGNANE (13),13054,Tous secteurs,Toutes énergies,co2,158607952.1,kg
2017,MARSEILLE (13),13055,Tous secteurs,Toutes énergies,co2,2062603841,kg
2017,MARTIGUES (13),13056,Tous secteurs,Toutes énergies,co2,4136487103,kg
2017,MAS-BLANC-DES-ALPILLES (13),13057,Tous secteurs,Toutes énergies,co2,1882783.9,kg
2017,MASSOINS (06),6082,Tous secteurs,Toutes énergies,co2,902456.3,kg
2017,MAUBEC (84),84071,Tous secteurs,Toutes énergies,co2,22026879,kg
2017,MAUSSANE-LES-ALPILLES (13),13058,Tous secteurs,Toutes énergies,co2,10701121.1,kg
2017,MAZAN (84),84072,Tous secteurs,Toutes énergies,co2,18215398.8,kg
2017,MAZAUGUES (83),83076,Tous secteurs,Toutes énergies,co2,2964777.1,kg
2017,MÉAILLES (04),4115,Tous secteurs,Toutes énergies,co2,1169240.8,kg
2017,MELVE (04),4118,Tous secteurs,Toutes énergies,co2,410177.9,kg
2017,MÉNERBES (84),84073,Tous secteurs,Toutes énergies,co2,4089356.3,kg
2017,MENTON (06),6083,Tous secteurs,Toutes énergies,co2,87894743.9,kg
2017,MÉOLANS-REVEL (04),4161,Tous secteurs,Toutes énergies,co2,2862818.4,kg
2017,MÉOUNES-LÈS-MONTRIEUX (83),83077,Tous secteurs,Toutes énergies,co2,21584832.7,kg
2017,MÉREUIL (05),5076,Tous secteurs,Toutes énergies,co2,779014.7,kg
2017,MÉRINDOL (84),84074,Tous secteurs,Toutes énergies,co2,8876852.6,kg
2017,MÉTHAMIS (84),84075,Tous secteurs,Toutes énergies,co2,2260062.2,kg
2017,MEYRARGUES (13),13059,Tous secteurs,Toutes énergies,co2,56813518,kg
2017,MEYREUIL (13),13060,Tous secteurs,Toutes énergies,co2,74966082.3,kg
2017,MEYRONNES (04),4120,Tous secteurs,Toutes énergies,co2,5339098.7,kg
2017,MÉZEL (04),4121,Tous secteurs,Toutes énergies,co2,2081905.2,kg
2017,MIMET (13),13062,Tous secteurs,Toutes énergies,co2,8037075.2,kg
2017,MIRABEAU (04),4122,Tous secteurs,Toutes énergies,co2,3848789.2,kg
2017,MIRABEAU (84),84076,Tous secteurs,Toutes énergies,co2,5806767.9,kg
2017,MIRAMAS (13),13063,Tous secteurs,Toutes énergies,co2,49294145.7,kg
2017,MISON (04),4123,Tous secteurs,Toutes énergies,co2,4955177.1,kg
2017,MODÈNE (84),84077,Tous secteurs,Toutes énergies,co2,1183402.1,kg
2017,MOISSAC-BELLEVUE (83),83078,Tous secteurs,Toutes énergies,co2,1382389.9,kg
2017,MOLINES-EN-QUEYRAS (05),5077,Tous secteurs,Toutes énergies,co2,6010717.5,kg
2017,MOLLÉGÈS (13),13064,Tous secteurs,Toutes énergies,co2,6173944.8,kg
2017,MONDRAGON (84),84078,Tous secteurs,Toutes énergies,co2,85687882,kg
2017,MONÊTIER-ALLEMONT (05),5078,Tous secteurs,Toutes énergies,co2,5559500.5,kg
2017,MONIEUX (84),84079,Tous secteurs,Toutes énergies,co2,5581580.1,kg
2017,MONS (83),83080,Tous secteurs,Toutes énergies,co2,3215290.9,kg
2017,MONTAGNAC-MONTPEZAT (04),4124,Tous secteurs,Toutes énergies,co2,1636463.8,kg
2017,MONTAUROUX (83),83081,Tous secteurs,Toutes énergies,co2,17205476.7,kg
2017,MONTBRAND (05),5080,Tous secteurs,Toutes énergies,co2,1434461.2,kg
2017,MONTCLAR (04),4126,Tous secteurs,Toutes énergies,co2,2174747,kg
2017,MONTCLUS (05),5081,Tous secteurs,Toutes énergies,co2,1528572.7,kg
2017,MONT-DAUPHIN (05),5082,Tous secteurs,Toutes énergies,co2,549540.7,kg
2017,MONTEUX (84),84080,Tous secteurs,Toutes énergies,co2,52550738.6,kg
2017,MONTFERRAT (83),83082,Tous secteurs,Toutes énergies,co2,3339853.7,kg
2017,MONTFORT (04),4127,Tous secteurs,Toutes énergies,co2,4926981.7,kg
2017,MONTFORT-SUR-ARGENS (83),83083,Tous secteurs,Toutes énergies,co2,2867882.1,kg
2017,MONTFURON (04),4128,Tous secteurs,Toutes énergies,co2,3811801.5,kg
2017,MONTGARDIN (05),5084,Tous secteurs,Toutes énergies,co2,5401698.5,kg
2017,MONTGENÈVRE (05),5085,Tous secteurs,Toutes énergies,co2,9544708.1,kg
2017,MONTJAY (05),5086,Tous secteurs,Toutes énergies,co2,861243.1,kg
2017,MONTJUSTIN (04),4129,Tous secteurs,Toutes énergies,co2,487453.5,kg
2017,MONTLAUX (04),4130,Tous secteurs,Toutes énergies,co2,942747.7,kg
2017,MONTMAUR (05),5087,Tous secteurs,Toutes énergies,co2,5721194.3,kg
2017,MONTMEYAN (83),83084,Tous secteurs,Toutes énergies,co2,3586692.5,kg
2017,MONTROND (05),5089,Tous secteurs,Toutes énergies,co2,2255913.1,kg
2017,MONTSALIER (04),4132,Tous secteurs,Toutes énergies,co2,428165.7,kg
2017,MORIÈRES-LÈS-AVIGNON (84),84081,Tous secteurs,Toutes énergies,co2,50174399,kg
2017,MORIEZ (04),4133,Tous secteurs,Toutes énergies,co2,1578126.9,kg
2017,MORMOIRON (84),84082,Tous secteurs,Toutes énergies,co2,5218983.2,kg
2017,MORNAS (84),84083,Tous secteurs,Toutes énergies,co2,50400525.9,kg
2017,MOUANS-SARTOUX (06),6084,Tous secteurs,Toutes énergies,co2,38848503.2,kg
2017,MOUGINS (06),6085,Tous secteurs,Toutes énergies,co2,169683778.3,kg
2017,MOULINET (06),6086,Tous secteurs,Toutes énergies,co2,1232056.1,kg
2017,MOURIÈS (13),13065,Tous secteurs,Toutes énergies,co2,8319075.6,kg
2017,MOUSTIERS-SAINTE-MARIE (04),4135,Tous secteurs,Toutes énergies,co2,14653093,kg
2017,MOYDANS (05),5091,Tous secteurs,Toutes énergies,co2,2078534.4,kg
2017,MURS (84),84085,Tous secteurs,Toutes énergies,co2,5195883.5,kg
2017,NANS-LES-PINS (83),83087,Tous secteurs,Toutes énergies,co2,15381818.8,kg
2017,NEFFES (05),5092,Tous secteurs,Toutes énergies,co2,3908035.5,kg
2017,NÉOULES (83),83088,Tous secteurs,Toutes énergies,co2,5430871.5,kg
2017,NÉVACHE (05),5093,Tous secteurs,Toutes énergies,co2,4008416.6,kg
2017,NIBLES (04),4137,Tous secteurs,Toutes énergies,co2,1428397.8,kg
2017,NICE (06),6088,Tous secteurs,Toutes énergies,co2,1111461745,kg
2017,NIOZELLES (04),4138,Tous secteurs,Toutes énergies,co2,892007.8,kg
2017,NOSSAGE-ET-BÉNÉVENT (05),5094,Tous secteurs,Toutes énergies,co2,152227.5,kg
2017,NOVES (13),13066,Tous secteurs,Toutes énergies,co2,31818638.5,kg
2017,NOYERS-SUR-JABRON (04),4139,Tous secteurs,Toutes énergies,co2,3872019.7,kg
2017,OLLIÈRES (83),83089,Tous secteurs,Toutes énergies,co2,13154258.5,kg
2017,OLLIOULES (83),83090,Tous secteurs,Toutes énergies,co2,69744514.9,kg
2017,ONGLES (04),4141,Tous secteurs,Toutes énergies,co2,1715357.3,kg
2017,OPIO (06),6089,Tous secteurs,Toutes énergies,co2,13561059.9,kg
2017,OPPÈDE (84),84086,Tous secteurs,Toutes énergies,co2,4386631.5,kg
2017,OPPEDETTE (04),4142,Tous secteurs,Toutes énergies,co2,363850.5,kg
2017,ORAISON (04),4143,Tous secteurs,Toutes énergies,co2,11662551.8,kg
2017,ORANGE (84),84087,Tous secteurs,Toutes énergies,co2,265873476.8,kg
2017,ORCIÈRES (05),5096,Tous secteurs,Toutes énergies,co2,5577106.2,kg
2017,ORGON (13),13067,Tous secteurs,Toutes énergies,co2,57885436.3,kg
2017,ORPIERRE (05),5097,Tous secteurs,Toutes énergies,co2,1928795,kg
2017,OZE (05),5099,Tous secteurs,Toutes énergies,co2,3000204.7,kg
2017,PARADOU (13),13068,Tous secteurs,Toutes énergies,co2,4160826.6,kg
2017,PÉGOMAS (06),6090,Tous secteurs,Toutes énergies,co2,16354640.6,kg
2017,PEILLE (06),6091,Tous secteurs,Toutes énergies,co2,8883412.2,kg
2017,PEILLON (06),6092,Tous secteurs,Toutes énergies,co2,3928189.4,kg
2017,PEIPIN (04),4145,Tous secteurs,Toutes énergies,co2,7633602.1,kg
2017,PÉLISSANNE (13),13069,Tous secteurs,Toutes énergies,co2,32628301.8,kg
2017,PELLEAUTIER (05),5100,Tous secteurs,Toutes énergies,co2,2358074.7,kg
2017,PELVOUX (05),5101,Tous secteurs,Toutes énergies,co2,7317294.5,kg
2017,PÉONE (06),6094,Tous secteurs,Toutes énergies,co2,4631166.8,kg
2017,PERNES-LES-FONTAINES (84),84088,Tous secteurs,Toutes énergies,co2,38602867.5,kg
2017,PERTUIS (84),84089,Tous secteurs,Toutes énergies,co2,46316382.4,kg
2017,PEYMEINADE (06),6095,Tous secteurs,Toutes énergies,co2,16081169.1,kg
2017,PEYNIER (13),13072,Tous secteurs,Toutes énergies,co2,17417268.9,kg
2017,PEYPIN (13),13073,Tous secteurs,Toutes énergies,co2,21695363.1,kg
2017,PEYPIN-D'AIGUES (84),84090,Tous secteurs,Toutes énergies,co2,1780918.5,kg
2017,PEYROLLES-EN-PROVENCE (13),13074,Tous secteurs,Toutes énergies,co2,24471986.6,kg
2017,PEYROULES (04),4148,Tous secteurs,Toutes énergies,co2,3009081.3,kg
2017,PEYRUIS (04),4149,Tous secteurs,Toutes énergies,co2,19025777.3,kg
2017,PIÉGUT (04),4150,Tous secteurs,Toutes énergies,co2,1153646.6,kg
2017,PIERLAS (06),6096,Tous secteurs,Toutes énergies,co2,309449.6,kg
2017,PIERREFEU (06),6097,Tous secteurs,Toutes énergies,co2,706816.2,kg
2017,PIERREFEU-DU-VAR (83),83091,Tous secteurs,Toutes énergies,co2,64468658.5,kg
2017,PIERRERUE (04),4151,Tous secteurs,Toutes énergies,co2,1939363.4,kg
2017,PIERREVERT (04),4152,Tous secteurs,Toutes énergies,co2,9412433.9,kg
2017,PIGNANS (83),83092,Tous secteurs,Toutes énergies,co2,15345760.3,kg
2017,PIOLENC (84),84091,Tous secteurs,Toutes énergies,co2,66432557.7,kg
2017,PLAN-D'AUPS-SAINTE-BAUME (83),83093,Tous secteurs,Toutes énergies,co2,2896050.3,kg
